Time Step,Opinion Mean,Opinion SD,Opinion Min,Opinion Max,Friends Mean,Friends SD
324,-0.5754507459432434,0.5648151737182068,-1.0,1.0,10.035,3.1739525831366797
325,-0.5814890378749075,0.5624631261558867,-1.0,1.0,10.035,3.1739525831366797
326,-0.5864867725620063,0.559169506181905,-1.0,1.0,10.035,3.1739525831366797
327,-0.5904799990686128,0.5558500384001692,-1.0,1.0,10.035,3.1739525831366797
328,-0.5952791914671364,0.5535607359989518,-1.0,1.0,10.035,3.1739525831366797
329,-0.6003875154212246,0.5510706106502398,-1.0,1.0,10.035,3.1739525831366797
330,-0.6061733311448194,0.549000532614007,-1.0,1.0,10.035,3.1739525831366797
331,-0.6107028555046795,0.5458920529561645,-1.0,1.0,10.035,3.1739525831366797
332,-0.6163024933550387,0.5440731601029264,-1.0,1.0,10.035,3.1739525831366797
333,-0.6206477408669434,0.5407204002476944,-1.0,1.0,10.035,3.1739525831366797
334,-0.6255962051118564,0.5384881141469353,-1.0,1.0,10.035,3.1739525831366797
335,-0.6308689961429016,0.5361350853495146,-1.0,1.0,10.035,3.1739525831366797
336,-0.6361358698763364,0.5336026251066066,-1.0,1.0,10.035,3.1739525831366797
337,-0.6406754208555754,0.5288873540316973,-1.0,1.0,10.035,3.1739525831366797
338,-0.6455753994383711,0.5253557902228784,-1.0,1.0,10.035,3.1739525831366797
339,-0.6498936462982378,0.522984769304901,-1.0,1.0,10.035,3.1739525831366797
340,-0.6557187067001676,0.5208915311045562,-1.0,1.0,10.035,3.1739525831366797
341,-0.660556487525317,0.5184740813801576,-1.0,1.0,10.035,3.1739525831366797
342,-0.6659242850797856,0.5145488779081172,-1.0,1.0,10.035,3.1739525831366797
343,-0.6698974902405382,0.5126981440437686,-1.0,1.0,10.035,3.1739525831366797
344,-0.6740910565520473,0.5101408788834714,-1.0,1.0,10.035,3.1739525831366797
345,-0.6791499261104094,0.507162867920875,-1.0,1.0,10.035,3.1739525831366797
346,-0.6832720434905079,0.5041162248828065,-1.0,1.0,10.035,3.1739525831366797
347,-0.687363664247303,0.5000573882219403,-1.0,1.0,10.035,3.1739525831366797
348,-0.6924855727241651,0.4969850203083752,-1.0,1.0,10.035,3.1739525831366797
349,-0.6966141450487701,0.49342678939685797,-1.0,1.0,10.035,3.1739525831366797
350,-0.7021735887877024,0.48872776396237133,-1.0,1.0,10.035,3.1739525831366797
351,-0.7061336276849154,0.48522635698793265,-1.0,1.0,10.035,3.1739525831366797
352,-0.7106869875487574,0.48097534514683893,-1.0,1.0,10.035,3.1739525831366797
353,-0.7157607853006459,0.4772590796741673,-1.0,1.0,10.035,3.1739525831366797
354,-0.7200628033719654,0.4736053800658214,-1.0,1.0,10.035,3.1739525831366797
355,-0.7251653881209383,0.47157402059565795,-1.0,1.0,10.035,3.1739525831366797
356,-0.7300879312218378,0.46735722405919927,-1.0,1.0,10.035,3.1739525831366797
357,-0.7343775330223637,0.4642266854063048,-1.0,1.0,10.035,3.1739525831366797
358,-0.7391608760808884,0.46072775257232346,-1.0,1.0,10.035,3.1739525831366797
359,-0.7435837079486252,0.45729186654167514,-1.0,1.0,10.035,3.1739525831366797
360,-0.7480613860143801,0.45371780080984603,-1.0,1.0,10.035,3.1739525831366797
361,-0.75246038897648,0.44996164989127113,-1.0,1.0,10.035,3.1739525831366797
362,-0.756769206411329,0.44616320440715046,-1.0,1.0,10.035,3.1739525831366797
363,-0.7600035849656659,0.44204755165634785,-1.0,1.0,10.035,3.1739525831366797
364,-0.7653984414387205,0.436899880359365,-1.0,1.0,10.035,3.1739525831366797
365,-0.7698715938099774,0.43284533941637604,-1.0,1.0,10.035,3.1739525831366797
366,-0.7741914543316667,0.42843252803819387,-1.0,1.0,10.035,3.1739525831366797
367,-0.7783100686762531,0.4245631805307011,-1.0,1.0,10.035,3.1739525831366797
368,-0.7819146046725974,0.4205029978567798,-1.0,1.0,10.035,3.1739525831366797
369,-0.7863492614163033,0.4161054112460021,-1.0,1.0,10.035,3.1739525831366797
370,-0.790204129805721,0.41246962572651363,-1.0,1.0,10.035,3.1739525831366797
371,-0.7934141641752378,0.4087987287924986,-1.0,1.0,10.035,3.1739525831366797
372,-0.7975004409620533,0.4049670682076236,-1.0,1.0,10.035,3.1739525831366797
373,-0.8022416013736935,0.4001850590450472,-1.0,1.0,10.035,3.1739525831366797
374,-0.8061905859066663,0.3965755557524388,-1.0,1.0,10.035,3.1739525831366797
375,-0.8100178029122586,0.39212565475481226,-1.0,1.0,10.035,3.1739525831366797
376,-0.8133744609572089,0.3881896967841993,-1.0,1.0,10.035,3.1739525831366797
377,-0.8167967047768668,0.3847235833122741,-1.0,1.0,10.035,3.1739525831366797
378,-0.8202598519364556,0.38186608166714553,-1.0,1.0,10.035,3.1739525831366797
379,-0.8244696107951982,0.37757094740874797,-1.0,1.0,10.035,3.1739525831366797
380,-0.8274613797987075,0.3736419298887068,-1.0,1.0,10.035,3.1739525831366797
381,-0.8316108428093734,0.3698015611180424,-1.0,1.0,10.035,3.1739525831366797
382,-0.8362673717014846,0.365678841140168,-1.0,1.0,10.035,3.1739525831366797
383,-0.839098946014468,0.3625324733895602,-1.0,1.0,10.035,3.1739525831366797
384,-0.8429127506279754,0.3585518122458157,-1.0,1.0,10.035,3.1739525831366797
385,-0.8464914885811994,0.35531892416373306,-1.0,1.0,10.035,3.1739525831366797
386,-0.8495935864306899,0.35218553805928865,-1.0,1.0,10.035,3.1739525831366797
387,-0.8531910417253057,0.34768461865971384,-1.0,1.0,10.035,3.1739525831366797
388,-0.855826772991478,0.343039852413525,-1.0,1.0,10.035,3.1739525831366797
389,-0.8597224637185067,0.338839202101547,-1.0,1.0,10.035,3.1739525831366797
390,-0.863298617112275,0.3348179684907332,-1.0,1.0,10.035,3.1739525831366797
391,-0.8669888746973334,0.3309155183972804,-1.0,1.0,10.035,3.1739525831366797
392,-0.8700946128915507,0.32727854472213513,-1.0,1.0,10.035,3.1739525831366797
393,-0.8736069139315165,0.3229876804726907,-1.0,1.0,10.035,3.1739525831366797
394,-0.8768835188132315,0.31915456442478646,-1.0,1.0,10.035,3.1739525831366797
395,-0.879756186259696,0.3155793541536653,-1.0,1.0,10.035,3.1739525831366797
396,-0.8819172589520707,0.31244751734994636,-1.0,1.0,10.035,3.1739525831366797
397,-0.8848435869667653,0.30775713585607134,-1.0,1.0,10.035,3.1739525831366797
398,-0.8873968587046064,0.303814838349987,-1.0,1.0,10.035,3.1739525831366797
399,-0.890298163494417,0.2992479179790365,-1.0,1.0,10.035,3.1739525831366797
400,-0.8931348197484842,0.2957436263733963,-1.0,1.0,10.035,3.1739525831366797
401,-0.8958262103214809,0.2920045451610371,-1.0,1.0,10.035,3.1739525831366797
402,-0.897992974245247,0.2890776463564126,-1.0,1.0,10.035,3.1739525831366797
403,-0.9007164476675709,0.28563202969222246,-1.0,1.0,10.035,3.1739525831366797
404,-0.9031982593271889,0.2824260951033934,-1.0,1.0,10.035,3.1739525831366797
405,-0.9058116959447591,0.27839562297074616,-1.0,1.0,10.035,3.1739525831366797
406,-0.9073041031482544,0.275146903599178,-1.0,1.0,10.035,3.1739525831366797
407,-0.9100152755749467,0.27149519467683253,-1.0,1.0,10.035,3.1739525831366797
408,-0.9116873067256424,0.2688590728048566,-1.0,1.0,10.035,3.1739525831366797
409,-0.9140632663265058,0.26551165882903816,-1.0,1.0,10.035,3.1739525831366797
410,-0.9162024362338932,0.2618155154486389,-1.0,1.0,10.035,3.1739525831366797
411,-0.9187404170361926,0.2571371627846264,-1.0,1.0,10.035,3.1739525831366797
412,-0.9207448954399932,0.25394700386272756,-1.0,1.0,10.035,3.1739525831366797
413,-0.9227437631617184,0.25044855523110826,-1.0,1.0,10.035,3.1739525831366797
414,-0.9248214749104445,0.24681655351859916,-1.0,1.0,10.035,3.1739525831366797
415,-0.9266717502587406,0.24441678973038117,-1.0,1.0,10.035,3.1739525831366797
416,-0.9285319234866736,0.24134165606458383,-1.0,1.0,10.035,3.1739525831366797
417,-0.9304807103106281,0.2375941080562962,-1.0,1.0,10.035,3.1739525831366797
418,-0.9328320872354896,0.23396119134975207,-1.0,1.0,10.035,3.1739525831366797
419,-0.933965720741,0.23171724037920885,-1.0,1.0,10.035,3.1739525831366797
420,-0.9357130725376545,0.22930858463410655,-1.0,1.0,10.035,3.1739525831366797
421,-0.9371032619848476,0.2268717882498587,-1.0,1.0,10.035,3.1739525831366797
422,-0.9378364402180134,0.2257107432127156,-1.0,1.0,10.035,3.1739525831366797
423,-0.9396256096079997,0.22201919759611374,-1.0,1.0,10.035,3.1739525831366797
424,-0.9414148973048381,0.2185471818875744,-1.0,1.0,10.035,3.1739525831366797
425,-0.9430821880242336,0.21592628353239776,-1.0,1.0,10.035,3.1739525831366797
426,-0.9448450651390529,0.21314708642413774,-1.0,1.0,10.035,3.1739525831366797
427,-0.9461844637931895,0.21120767152387218,-1.0,1.0,10.035,3.1739525831366797
428,-0.9475208323648556,0.20811595410779382,-1.0,1.0,10.035,3.1739525831366797
429,-0.9491473138969508,0.20562890906169573,-1.0,1.0,10.035,3.1739525831366797
430,-0.9502621372859585,0.20319495935128218,-1.0,1.0,10.035,3.1739525831366797
431,-0.9514808992938822,0.20078087378968965,-1.0,1.0,10.035,3.1739525831366797
432,-0.9521630919091157,0.19978162247404388,-1.0,1.0,10.035,3.1739525831366797
433,-0.9536779722411016,0.1974307456556057,-1.0,1.0,10.035,3.1739525831366797
434,-0.9550590956614625,0.193920573495306,-1.0,1.0,10.035,3.1739525831366797
435,-0.9563508246553991,0.19033775695044577,-1.0,1.0,10.035,3.1739525831366797
436,-0.9574035731529636,0.18854450400834155,-1.0,1.0,10.035,3.1739525831366797
437,-0.9586896687905068,0.18644581464430698,-1.0,1.0,10.035,3.1739525831366797
438,-0.9604131386347988,0.1831290885901172,-1.0,1.0,10.035,3.1739525831366797
439,-0.9615428672582866,0.1805616534492905,-1.0,1.0,10.035,3.1739525831366797
440,-0.962514706681795,0.17845776754481504,-1.0,1.0,10.035,3.1739525831366797
441,-0.9634277793963786,0.1755065410232201,-1.0,1.0,10.035,3.1739525831366797
442,-0.9647178007011887,0.17149866045799664,-1.0,1.0,10.035,3.1739525831366797
443,-0.9657301221701325,0.16946896296186056,-1.0,1.0,10.035,3.1739525831366797
444,-0.9671995583744196,0.1660131233542572,-1.0,1.0,10.035,3.1739525831366797
445,-0.96785518319656,0.16398355351066293,-1.0,1.0,10.035,3.1739525831366797
446,-0.9685867528130259,0.16175849291068026,-1.0,1.0,10.035,3.1739525831366797
447,-0.9697490216414361,0.15943015818709855,-1.0,1.0,10.035,3.1739525831366797
448,-0.9703624287803277,0.15776510535278704,-1.0,1.0,10.035,3.1739525831366797
449,-0.9717117860316316,0.15418661849629198,-1.0,1.0,10.035,3.1739525831366797
450,-0.9724144578791294,0.1527257513697617,-1.0,1.0,10.035,3.1739525831366797
451,-0.9729530365599101,0.15083654509588573,-1.0,1.0,10.035,3.1739525831366797
452,-0.9736008573507581,0.14894804803464023,-1.0,1.0,10.035,3.1739525831366797
453,-0.9740368433908909,0.14793924279075243,-1.0,1.0,10.035,3.1739525831366797
454,-0.9746078808722672,0.14622841003028808,-1.0,1.0,10.035,3.1739525831366797
455,-0.9754080826156037,0.14380784196639546,-1.0,1.0,10.035,3.1739525831366797
456,-0.9761914536115915,0.14144066395815774,-1.0,1.0,10.035,3.1739525831366797
457,-0.9769642612554884,0.1393155754980063,-1.0,1.0,10.035,3.1739525831366797
458,-0.9774177182506814,0.1374049767303385,-1.0,1.0,10.035,3.1739525831366797
459,-0.9780241416389679,0.13455288930810871,-1.0,1.0,10.035,3.1739525831366797
460,-0.9785550875296213,0.13196849163851035,-1.0,1.0,10.035,3.1739525831366797
461,-0.9789464271536351,0.1306146759685276,-1.0,1.0,10.035,3.1739525831366797
462,-0.9795377797163721,0.12861490211294396,-1.0,1.0,10.035,3.1739525831366797
463,-0.9803824369323254,0.12585736283066812,-1.0,1.0,10.035,3.1739525831366797
464,-0.9805448116481779,0.12557467642427514,-1.0,1.0,10.035,3.1739525831366797
465,-0.9810233879511445,0.12427386693290254,-1.0,1.0,10.035,3.1739525831366797
466,-0.9817130213957065,0.12249245765045287,-1.0,1.0,10.035,3.1739525831366797
467,-0.9823251984552961,0.12002698012374621,-1.0,1.0,10.035,3.1739525831366797
468,-0.9829358195260886,0.11812911201040302,-1.0,1.0,10.035,3.1739525831366797
469,-0.9834386587791171,0.1167560989008975,-1.0,1.0,10.035,3.1739525831366797
470,-0.9839044767937898,0.11472280771988207,-1.0,1.0,10.035,3.1739525831366797
471,-0.9846893089918646,0.11265396535882108,-1.0,1.0,10.035,3.1739525831366797
472,-0.9848673204302553,0.11085895034924644,-1.0,1.0,10.035,3.1739525831366797
473,-0.9852883424955727,0.10874643144534825,-1.0,1.0,10.035,3.1739525831366797
474,-0.9855950829136735,0.10716063685216774,-1.0,1.0,10.035,3.1739525831366797
475,-0.9861191330695618,0.10559927102096849,-1.0,1.0,10.035,3.1739525831366797
476,-0.9864959802620218,0.10334424471910023,-1.0,1.0,10.035,3.1739525831366797
477,-0.9869356003351584,0.1021741081247263,-1.0,1.0,10.035,3.1739525831366797
478,-0.9872479587186275,0.10047304548990882,-1.0,1.0,10.035,3.1739525831366797
479,-0.9874626410069753,0.09991708598673235,-1.0,1.0,10.035,3.1739525831366797
480,-0.987854156476256,0.098678523655295,-1.0,1.0,10.035,3.1739525831366797
481,-0.9881740681806714,0.09779668764939746,-1.0,1.0,10.035,3.1739525831366797
482,-0.9886697036089849,0.09584423102448801,-1.0,1.0,10.035,3.1739525831366797
483,-0.9889744045331695,0.0940384204449492,-1.0,1.0,10.035,3.1739525831366797
484,-0.9891371229500726,0.0924742019042678,-1.0,1.0,10.035,3.1739525831366797
485,-0.9894395665662956,0.09143009289661082,-1.0,1.0,10.035,3.1739525831366797
486,-0.9896005411470155,0.09029061434417143,-1.0,1.0,10.035,3.1739525831366797
487,-0.9899821179123254,0.0888968609588653,-1.0,1.0,10.035,3.1739525831366797
488,-0.9901241293316408,0.08803229077490976,-1.0,1.0,10.035,3.1739525831366797
489,-0.9904549847287384,0.08664237549657375,-1.0,1.0,10.035,3.1739525831366797
490,-0.9909161241461967,0.0843284928215799,-1.0,1.0,10.035,3.1739525831366797
491,-0.991183242956864,0.08348305860787841,-1.0,1.0,10.035,3.1739525831366797
492,-0.9914109407399841,0.08269455686077562,-1.0,1.0,10.035,3.1739525831366797
493,-0.9918376361893888,0.08019652254917686,-1.0,1.0,10.035,3.1739525831366797
494,-0.992074583866533,0.07883896187603656,-1.0,1.0,10.035,3.1739525831366797
495,-0.9925256048676422,0.07716975953254254,-1.0,1.0,10.035,3.1739525831366797
496,-0.992651144816279,0.07665011306131007,-1.0,1.0,10.035,3.1739525831366797
497,-0.992701144816279,0.07616411371394004,-1.0,1.0,10.035,3.1739525831366797
498,-0.9930286358253249,0.07235844597905615,-1.0,1.0,10.035,3.1739525831366797
499,-0.9932155892634417,0.07118876174597,-1.0,1.0,10.035,3.1739525831366797
500,-0.9934612147609738,0.07025882284675505,-1.0,1.0,10.035,3.1739525831366797
501,-0.9936087033036066,0.06967352455016622,-1.0,1.0,10.035,3.1739525831366797
502,-0.9939281987775288,0.06792791597786076,-1.0,1.0,10.035,3.1739525831366797
503,-0.9939838149289862,0.06770481883398313,-1.0,1.0,10.035,3.1739525831366797
504,-0.9942702238319755,0.06554430210597564,-1.0,1.0,10.035,3.1739525831366797
505,-0.9942702238319755,0.065161764391086,-1.0,1.0,10.035,3.1739525831366797
506,-0.9946514658818507,0.0635504676562077,-1.0,1.0,10.035,3.1739525831366797
507,-0.9947514658818507,0.06156071512049165,-1.0,1.0,10.035,3.1739525831366797
508,-0.9949642680118063,0.060642139512134846,-1.0,1.0,10.035,3.1739525831366797
509,-0.9952293271529281,0.05900940515600896,-1.0,1.0,10.035,3.1739525831366797
510,-0.9954293271529281,0.05817197062163912,-1.0,1.0,10.035,3.1739525831366797
511,-0.9956580225884856,0.05686321411623052,-1.0,1.0,10.035,3.1739525831366797
512,-0.9958357760578831,0.055931158344398935,-1.0,1.0,10.035,3.1739525831366797
513,-0.9961363240051445,0.05246983439931024,-1.0,0.5,10.035,3.1739525831366797
514,-0.9961904205000028,0.05219419805455356,-1.0,0.5,10.035,3.1739525831366797
515,-0.9963151780360525,0.051659840897295715,-1.0,0.5,10.035,3.1739525831366797
516,-0.996596535317077,0.04993316322524003,-1.0,0.5,10.035,3.1739525831366797
517,-0.99674973076739,0.04875392114431012,-1.0,0.5,10.035,3.1739525831366797
518,-0.9968370968372318,0.04797058285050115,-1.0,0.5,10.035,3.1739525831366797
519,-0.9970566911541399,0.04616368942661919,-1.0,0.5,10.035,3.1739525831366797
520,-0.9970566911541399,0.04561892394037098,-1.0,0.5,10.035,3.1739525831366797
521,-0.9971280335960073,0.043970399474698524,-1.0,0.0,10.035,3.1739525831366797
522,-0.9971780335960073,0.04368845072333153,-1.0,0.0,10.035,3.1739525831366797
523,-0.9972280335960073,0.04340461292587881,-1.0,0.0,10.035,3.1739525831366797
524,-0.9972780335960073,0.04253510455947846,-1.0,0.0,10.035,3.1739525831366797
525,-0.9975092835960073,0.040915919002084175,-1.0,0.0,10.035,3.1739525831366797
526,-0.9975780335960073,0.04033837564563255,-1.0,0.0,10.035,3.1739525831366797
527,-0.9976280335960073,0.040030291609836684,-1.0,0.0,10.035,3.1739525831366797
528,-0.9976280335960073,0.040030291609836684,-1.0,0.0,10.035,3.1739525831366797
529,-0.9976293330667529,0.04003015766943281,-1.0,0.0,10.035,3.1739525831366797
530,-0.9976941622920471,0.039692790755808185,-1.0,0.0,10.035,3.1739525831366797
531,-0.997819162292047,0.03866301168314957,-1.0,0.0,10.035,3.1739525831366797
532,-0.997819162292047,0.03866301168314957,-1.0,0.0,10.035,3.1739525831366797
533,-0.9979197022406839,0.038009393874018034,-1.0,0.0,10.035,3.1739525831366797
534,-0.99807112813516,0.03613758928082975,-1.0,0.0,10.035,3.1739525831366797
535,-0.9981284905526779,0.03568247312973779,-1.0,0.0,10.035,3.1739525831366797
536,-0.9982360039228241,0.03366333064325053,-1.0,0.0,10.035,3.1739525831366797
537,-0.9982784905526779,0.03339635878679716,-1.0,0.0,10.035,3.1739525831366797
538,-0.998353490552678,0.032547187000316675,-1.0,0.0,10.035,3.1739525831366797
539,-0.998353490552678,0.032547187000316675,-1.0,0.0,10.035,3.1739525831366797
540,-0.9984642182563679,0.03158786490846177,-1.0,0.0,10.035,3.1739525831366797
541,-0.998532968256368,0.030833975220566023,-1.0,0.0,10.035,3.1739525831366797
542,-0.9985829682563679,0.030428247256075115,-1.0,0.0,10.035,3.1739525831366797
543,-0.9985829682563679,0.030428247256075115,-1.0,0.0,10.035,3.1739525831366797
544,-0.9987332734910033,0.029171483467135342,-1.0,0.0,10.035,3.1739525831366797
545,-0.9988332734910033,0.02830580846708233,-1.0,0.0,10.035,3.1739525831366797
546,-0.9988895234910032,0.027743580530366154,-1.0,0.0,10.035,3.1739525831366797
547,-0.9988895234910032,0.027743580530366154,-1.0,0.0,10.035,3.1739525831366797
548,-0.9988895234910032,0.027743580530366154,-1.0,0.0,10.035,3.1739525831366797
549,-0.9988895234910032,0.027743580530366154,-1.0,0.0,10.035,3.1739525831366797
550,-0.9988895234910032,0.027743580530366154,-1.0,0.0,10.035,3.1739525831366797
551,-0.9989395234910032,0.026359340058047957,-1.0,0.0,10.035,3.1739525831366797
552,-0.9990177189413163,0.025175965883107453,-1.0,0.0,10.035,3.1739525831366797
553,-0.9990677189413163,0.023641594410133568,-1.0,-0.22316289214681218,10.035,3.1739525831366797
554,-0.9990677189413163,0.023641594410133568,-1.0,-0.22316289214681218,10.035,3.1739525831366797
555,-0.9991677189413164,0.022563276412458266,-1.0,-0.22316289214681218,10.035,3.1739525831366797
556,-0.9993038521448576,0.02038839931522308,-1.0,-0.22316289214681218,10.035,3.1739525831366797
557,-0.9993739536546403,0.019147775267857645,-1.0,-0.22316289214681218,10.035,3.1739525831366797
558,-0.9993739536546403,0.019147775267857645,-1.0,-0.22316289214681218,10.035,3.1739525831366797
559,-0.9994480241900594,0.017659561497041627,-1.0,-0.22316289214681218,10.035,3.1739525831366797
560,-0.9994480241900594,0.017659561497041627,-1.0,-0.22316289214681218,10.035,3.1739525831366797
561,-0.9994480241900594,0.017659561497041627,-1.0,-0.22316289214681218,10.035,3.1739525831366797
562,-0.9994480241900594,0.017659561497041627,-1.0,-0.22316289214681218,10.035,3.1739525831366797
563,-0.9995730241900593,0.015189880882359822,-1.0,-0.22316289214681218,10.035,3.1739525831366797
564,-0.9995730241900593,0.015189880882359822,-1.0,-0.22316289214681218,10.035,3.1739525831366797
565,-0.9995730241900593,0.015189880882359822,-1.0,-0.22316289214681218,10.035,3.1739525831366797
566,-0.9996230241900593,0.014344778799314905,-1.0,-0.22316289214681218,10.035,3.1739525831366797
567,-0.9996230241900593,0.014344778799314905,-1.0,-0.22316289214681218,10.035,3.1739525831366797
568,-0.9996230241900593,0.014344778799314905,-1.0,-0.22316289214681218,10.035,3.1739525831366797
569,-0.9996230241900593,0.014344778799314905,-1.0,-0.22316289214681218,10.035,3.1739525831366797
570,-0.9996752824864019,0.013360391189359614,-1.0,-0.22316289214681218,10.035,3.1739525831366797
571,-0.9996752824864019,0.013360391189359614,-1.0,-0.22316289214681218,10.035,3.1739525831366797
572,-0.9996752824864019,0.013360391189359614,-1.0,-0.22316289214681218,10.035,3.1739525831366797
573,-0.9996752824864019,0.013360391189359614,-1.0,-0.22316289214681218,10.035,3.1739525831366797
574,-0.9996752824864019,0.013360391189359614,-1.0,-0.22316289214681218,10.035,3.1739525831366797
575,-0.9996752824864019,0.013360391189359614,-1.0,-0.22316289214681218,10.035,3.1739525831366797
576,-0.9996752824864019,0.013360391189359614,-1.0,-0.22316289214681218,10.035,3.1739525831366797
577,-0.9997252824864019,0.012390723323683642,-1.0,-0.22316289214681218,10.035,3.1739525831366797
578,-0.9997252824864019,0.012390723323683642,-1.0,-0.22316289214681218,10.035,3.1739525831366797
579,-0.9997252824864019,0.012390723323683642,-1.0,-0.22316289214681218,10.035,3.1739525831366797
580,-0.9997752824864019,0.011338209569214957,-1.0,-0.22316289214681218,10.035,3.1739525831366797
581,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
582,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
583,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
584,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
585,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
586,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
587,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
588,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
589,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
590,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
591,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
592,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
593,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
594,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
595,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
596,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
597,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
598,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
599,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
600,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
601,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
602,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
603,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
604,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
605,-0.9997798296593609,0.011329176995628222,-1.0,-0.22316289214681218,10.035,3.1739525831366797
606,-0.999907513370146,0.00656068467362185,-1.0,-0.5,10.035,3.1739525831366797
607,-0.999907513370146,0.00656068467362185,-1.0,-0.5,10.035,3.1739525831366797
608,-0.999907513370146,0.00656068467362185,-1.0,-0.5,10.035,3.1739525831366797
609,-0.999907513370146,0.00656068467362185,-1.0,-0.5,10.035,3.1739525831366797
610,-0.999907513370146,0.00656068467362185,-1.0,-0.5,10.035,3.1739525831366797
611,-0.999907513370146,0.00656068467362185,-1.0,-0.5,10.035,3.1739525831366797
612,-0.999907513370146,0.00656068467362185,-1.0,-0.5,10.035,3.1739525831366797
613,-0.999907513370146,0.00656068467362185,-1.0,-0.5,10.035,3.1739525831366797
614,-0.999907513370146,0.00656068467362185,-1.0,-0.5,10.035,3.1739525831366797
615,-0.999907513370146,0.00656068467362185,-1.0,-0.5,10.035,3.1739525831366797
616,-0.999907513370146,0.00656068467362185,-1.0,-0.5,10.035,3.1739525831366797
617,-0.999907513370146,0.00656068467362185,-1.0,-0.5,10.035,3.1739525831366797
618,-0.999907513370146,0.00656068467362185,-1.0,-0.5,10.035,3.1739525831366797
619,-0.999907513370146,0.00656068467362185,-1.0,-0.5,10.035,3.1739525831366797
620,-0.999907513370146,0.00656068467362185,-1.0,-0.5,10.035,3.1739525831366797
621,-0.999907513370146,0.00656068467362185,-1.0,-0.5,10.035,3.1739525831366797
622,-0.999907513370146,0.00656068467362185,-1.0,-0.5,10.035,3.1739525831366797
623,-0.99995,0.004999749993749689,-1.0,-0.5,10.035,3.1739525831366797
624,-0.99995,0.004999749993749689,-1.0,-0.5,10.035,3.1739525831366797
625,-0.99995,0.004999749993749689,-1.0,-0.5,10.035,3.1739525831366797
626,-0.99995,0.004999749993749689,-1.0,-0.5,10.035,3.1739525831366797
627,-0.99995,0.004999749993749689,-1.0,-0.5,10.035,3.1739525831366797
628,-1.0,0.0,-1,-1,10.035,3.1739525831366797
629,-1.0,0.0,-1,-1,10.035,3.1739525831366797
630,-1.0,0.0,-1,-1,10.035,3.1739525831366797
631,-1.0,0.0,-1,-1,10.035,3.1739525831366797
632,-1.0,0.0,-1,-1,10.035,3.1739525831366797
633,-1.0,0.0,-1,-1,10.035,3.1739525831366797
634,-1.0,0.0,-1,-1,10.035,3.1739525831366797
635,-1.0,0.0,-1,-1,10.035,3.1739525831366797
636,-1.0,0.0,-1,-1,10.035,3.1739525831366797
637,-1.0,0.0,-1,-1,10.035,3.1739525831366797
638,-1.0,0.0,-1,-1,10.035,3.1739525831366797
639,-1.0,0.0,-1,-1,10.035,3.1739525831366797
640,-1.0,0.0,-1,-1,10.035,3.1739525831366797
641,-1.0,0.0,-1,-1,10.035,3.1739525831366797
642,-1.0,0.0,-1,-1,10.035,3.1739525831366797
643,-1.0,0.0,-1,-1,10.035,3.1739525831366797
644,-1.0,0.0,-1,-1,10.035,3.1739525831366797
645,-1.0,0.0,-1,-1,10.035,3.1739525831366797
646,-1.0,0.0,-1,-1,10.035,3.1739525831366797
647,-1.0,0.0,-1,-1,10.035,3.1739525831366797
