Time Step,Opinion Mean,Opinion SD,Opinion Min,Opinion Max,Friends Mean,Friends SD
38,-0.011777161885786652,0.6337722958512885,-1.0,1.0,10.035,3.1739525831366797
39,-0.011059677630478305,0.634761153835702,-1.0,1.0,10.035,3.1739525831366797
40,-0.011612933085764884,0.6357864992431624,-1.0,1.0,10.035,3.1739525831366797
41,-0.012420153195982313,0.6359052036944931,-1.0,1.0,10.035,3.1739525831366797
42,-0.012236724532450003,0.6370868903961686,-1.0,1.0,10.035,3.1739525831366797
43,-0.011201892983744946,0.6350441016878103,-1.0,1.0,10.035,3.1739525831366797
44,-0.011115767432882135,0.6348871763311004,-1.0,1.0,10.035,3.1739525831366797
45,-0.010989402470700026,0.6350401251465007,-1.0,1.0,10.035,3.1739525831366797
46,-0.012047634004377479,0.6366365287615247,-1.0,1.0,10.035,3.1739525831366797
47,-0.012509751355660865,0.6377168634345046,-1.0,1.0,10.035,3.1739525831366797
48,-0.012925584718217625,0.6389029528367859,-1.0,1.0,10.035,3.1739525831366797
49,-0.014910973146798068,0.6393953705214965,-1.0,1.0,10.035,3.1739525831366797
50,-0.014987278447276701,0.6396876537926663,-1.0,1.0,10.035,3.1739525831366797
51,-0.016201560575814598,0.6397866128276349,-1.0,1.0,10.035,3.1739525831366797
52,-0.01629914654569132,0.6396459965887309,-1.0,1.0,10.035,3.1739525831366797
53,-0.01675405099371372,0.6392789007545309,-1.0,1.0,10.035,3.1739525831366797
54,-0.01710841813024482,0.641258746524138,-1.0,1.0,10.035,3.1739525831366797
55,-0.01723481828889486,0.6420005483324634,-1.0,1.0,10.035,3.1739525831366797
56,-0.017011610534963664,0.6419819008723561,-1.0,1.0,10.035,3.1739525831366797
57,-0.01769710999045875,0.6445754950737913,-1.0,1.0,10.035,3.1739525831366797
58,-0.018505371204543437,0.6438894932388162,-1.0,1.0,10.035,3.1739525831366797
59,-0.019440007114542555,0.6455035320191456,-1.0,1.0,10.035,3.1739525831366797
60,-0.019170857853431332,0.645685504708337,-1.0,1.0,10.035,3.1739525831366797
61,-0.019903743577963838,0.6457462051172719,-1.0,1.0,10.035,3.1739525831366797
62,-0.020239176775520326,0.6482472438120795,-1.0,1.0,10.035,3.1739525831366797
63,-0.020271839834734545,0.6494989896674427,-1.0,1.0,10.035,3.1739525831366797
64,-0.021748652865622817,0.6505083458519777,-1.0,1.0,10.035,3.1739525831366797
65,-0.02314756527108841,0.6515312742301003,-1.0,1.0,10.035,3.1739525831366797
66,-0.023233376723932758,0.6526720968741667,-1.0,1.0,10.035,3.1739525831366797
67,-0.022866166862947318,0.652325006065025,-1.0,1.0,10.035,3.1739525831366797
68,-0.02440076191917194,0.6542232197563309,-1.0,1.0,10.035,3.1739525831366797
69,-0.025464871914640398,0.6539396810471425,-1.0,1.0,10.035,3.1739525831366797
70,-0.02578207210831307,0.654315701319925,-1.0,1.0,10.035,3.1739525831366797
71,-0.027548551009195184,0.6539526973816548,-1.0,1.0,10.035,3.1739525831366797
72,-0.027403507132218976,0.6541587811886976,-1.0,1.0,10.035,3.1739525831366797
73,-0.027458797800052098,0.6553744173669394,-1.0,1.0,10.035,3.1739525831366797
74,-0.028738111719818688,0.6569316131922631,-1.0,1.0,10.035,3.1739525831366797
75,-0.029549790937768394,0.6574895014366325,-1.0,1.0,10.035,3.1739525831366797
76,-0.030740933871059303,0.6591593305809668,-1.0,1.0,10.035,3.1739525831366797
77,-0.03166568310984997,0.6594562596494088,-1.0,1.0,10.035,3.1739525831366797
78,-0.03170079839709326,0.6619669307399823,-1.0,1.0,10.035,3.1739525831366797
79,-0.032669130303975204,0.6626485551839248,-1.0,1.0,10.035,3.1739525831366797
80,-0.03440591842888083,0.6642415750408663,-1.0,1.0,10.035,3.1739525831366797
81,-0.03433920343651502,0.6636490697242021,-1.0,1.0,10.035,3.1739525831366797
82,-0.034661702646166886,0.6641816495991085,-1.0,1.0,10.035,3.1739525831366797
83,-0.035010469575837394,0.663836500327482,-1.0,1.0,10.035,3.1739525831366797
84,-0.03574681341859876,0.6655221778818011,-1.0,1.0,10.035,3.1739525831366797
85,-0.03594543464728176,0.6650445045253446,-1.0,1.0,10.035,3.1739525831366797
86,-0.036736347812354214,0.6655915400083221,-1.0,1.0,10.035,3.1739525831366797
87,-0.03802606428251665,0.66667329985458,-1.0,1.0,10.035,3.1739525831366797
88,-0.03880713841106785,0.6668680952696769,-1.0,1.0,10.035,3.1739525831366797
89,-0.040194714208148484,0.6667851084205489,-1.0,1.0,10.035,3.1739525831366797
90,-0.04069188565475527,0.6679817924329771,-1.0,1.0,10.035,3.1739525831366797
91,-0.041129988503523236,0.6689373107011911,-1.0,1.0,10.035,3.1739525831366797
92,-0.040968512838394165,0.6687344019285879,-1.0,1.0,10.035,3.1739525831366797
93,-0.04008125834433975,0.6676430417220256,-1.0,1.0,10.035,3.1739525831366797
94,-0.0400849751493334,0.6653250065454881,-1.0,1.0,10.035,3.1739525831366797
95,-0.040892247994587766,0.6669472113893034,-1.0,1.0,10.035,3.1739525831366797
96,-0.04108145147517287,0.6661518734378485,-1.0,1.0,10.035,3.1739525831366797
97,-0.04096684486540985,0.6659972880247853,-1.0,1.0,10.035,3.1739525831366797
98,-0.04253387087211885,0.6655625587969987,-1.0,1.0,10.035,3.1739525831366797
99,-0.042608212388002754,0.6651861069099487,-1.0,1.0,10.035,3.1739525831366797
100,-0.042817382099448104,0.6642476633124191,-1.0,1.0,10.035,3.1739525831366797
101,-0.04274585524715489,0.6650243592338092,-1.0,1.0,10.035,3.1739525831366797
102,-0.04373346187739292,0.6649827162411212,-1.0,1.0,10.035,3.1739525831366797
103,-0.04394775051820034,0.6649321017142644,-1.0,1.0,10.035,3.1739525831366797
104,-0.04404772432256477,0.6653459385565725,-1.0,1.0,10.035,3.1739525831366797
105,-0.04532937953453105,0.6647767676173421,-1.0,1.0,10.035,3.1739525831366797
106,-0.04672518324283621,0.6655241979883906,-1.0,1.0,10.035,3.1739525831366797
107,-0.04798214379898218,0.6656378689789694,-1.0,1.0,10.035,3.1739525831366797
108,-0.04837299058758873,0.6674976191733653,-1.0,1.0,10.035,3.1739525831366797
109,-0.047838654070290226,0.6683797286064821,-1.0,1.0,10.035,3.1739525831366797
110,-0.04724147687166154,0.6692579260523728,-1.0,1.0,10.035,3.1739525831366797
111,-0.0478716650750832,0.6698978404473924,-1.0,1.0,10.035,3.1739525831366797
112,-0.049253111504212584,0.6699026587873071,-1.0,1.0,10.035,3.1739525831366797
113,-0.05011226828071742,0.6689956995751374,-1.0,1.0,10.035,3.1739525831366797
114,-0.05026152158460732,0.6703387283048242,-1.0,1.0,10.035,3.1739525831366797
115,-0.05280101039768083,0.670540538760705,-1.0,1.0,10.035,3.1739525831366797
116,-0.0534803510614796,0.6707436785594836,-1.0,1.0,10.035,3.1739525831366797
117,-0.053983083920942435,0.6713457627017799,-1.0,1.0,10.035,3.1739525831366797
118,-0.05525116454859381,0.6728449530338877,-1.0,1.0,10.035,3.1739525831366797
119,-0.056324602430128996,0.6731616894169714,-1.0,1.0,10.035,3.1739525831366797
120,-0.05673403703337745,0.673734205909186,-1.0,1.0,10.035,3.1739525831366797
121,-0.057394267308743016,0.6737342279198533,-1.0,1.0,10.035,3.1739525831366797
122,-0.058392893027337744,0.6738479237853526,-1.0,1.0,10.035,3.1739525831366797
123,-0.058632062793915245,0.672320376434474,-1.0,1.0,10.035,3.1739525831366797
124,-0.059106071367086475,0.6733392929368861,-1.0,1.0,10.035,3.1739525831366797
125,-0.05918362965658133,0.6747206755524301,-1.0,1.0,10.035,3.1739525831366797
126,-0.059896725215862465,0.6750250188208283,-1.0,1.0,10.035,3.1739525831366797
127,-0.061409331562229184,0.6761615211157647,-1.0,1.0,10.035,3.1739525831366797
128,-0.062355035563831165,0.6766159805247538,-1.0,1.0,10.035,3.1739525831366797
129,-0.06377172240732032,0.6777474109305942,-1.0,1.0,10.035,3.1739525831366797
130,-0.06499011450344153,0.6785762906987262,-1.0,1.0,10.035,3.1739525831366797
131,-0.0647181895298345,0.6781134600171976,-1.0,1.0,10.035,3.1739525831366797
132,-0.06561430061720544,0.6788005323861144,-1.0,1.0,10.035,3.1739525831366797
133,-0.06683754289290958,0.6787362348781059,-1.0,1.0,10.035,3.1739525831366797
134,-0.06765468010213815,0.6785593012446938,-1.0,1.0,10.035,3.1739525831366797
135,-0.06923334700541953,0.6802568699277584,-1.0,1.0,10.035,3.1739525831366797
136,-0.06949339494218637,0.6810582115054875,-1.0,1.0,10.035,3.1739525831366797
137,-0.06996056397107425,0.6809544787541825,-1.0,1.0,10.035,3.1739525831366797
138,-0.06997482838412693,0.681475152127268,-1.0,1.0,10.035,3.1739525831366797
139,-0.07216267819345813,0.6822078240662747,-1.0,1.0,10.035,3.1739525831366797
140,-0.07422328842539802,0.6824039591522324,-1.0,1.0,10.035,3.1739525831366797
141,-0.07407747280942194,0.6807169879685598,-1.0,1.0,10.035,3.1739525831366797
142,-0.07455069719377733,0.6818944749335963,-1.0,1.0,10.035,3.1739525831366797
143,-0.07668415524481716,0.6814464898818219,-1.0,1.0,10.035,3.1739525831366797
144,-0.07625032271229377,0.6823031319263613,-1.0,1.0,10.035,3.1739525831366797
145,-0.07770110116440435,0.6832173977660848,-1.0,1.0,10.035,3.1739525831366797
146,-0.07844416246926715,0.6828176106440642,-1.0,1.0,10.035,3.1739525831366797
147,-0.08115709701747574,0.6839370092762853,-1.0,1.0,10.035,3.1739525831366797
148,-0.08186385421356315,0.685264940756135,-1.0,1.0,10.035,3.1739525831366797
149,-0.08255490599765514,0.6839657239922696,-1.0,1.0,10.035,3.1739525831366797
150,-0.08365016661762358,0.6835541434376892,-1.0,1.0,10.035,3.1739525831366797
151,-0.0843498716364233,0.6832034065157717,-1.0,1.0,10.035,3.1739525831366797
152,-0.08549093139313653,0.6827230125335765,-1.0,1.0,10.035,3.1739525831366797
153,-0.0859779321798504,0.680993958519135,-1.0,1.0,10.035,3.1739525831366797
154,-0.0876319696458071,0.680332312263313,-1.0,1.0,10.035,3.1739525831366797
155,-0.08768756434461314,0.6815006208731177,-1.0,1.0,10.035,3.1739525831366797
156,-0.08859300479721574,0.6822934128221542,-1.0,1.0,10.035,3.1739525831366797
157,-0.08937540908208837,0.6814937109607361,-1.0,1.0,10.035,3.1739525831366797
158,-0.09128877829073595,0.6813290620627711,-1.0,1.0,10.035,3.1739525831366797
159,-0.09186388606224084,0.680508898639835,-1.0,1.0,10.035,3.1739525831366797
160,-0.0930180009583034,0.6804518142315528,-1.0,1.0,10.035,3.1739525831366797
161,-0.09531603041271873,0.6810806477362759,-1.0,1.0,10.035,3.1739525831366797
162,-0.09601411098513837,0.681199345496556,-1.0,1.0,10.035,3.1739525831366797
163,-0.09758865295482279,0.6818581306391996,-1.0,1.0,10.035,3.1739525831366797
164,-0.09730832948684125,0.6827433814409152,-1.0,1.0,10.035,3.1739525831366797
165,-0.09812473175029887,0.681724004483785,-1.0,1.0,10.035,3.1739525831366797
166,-0.09836425774604761,0.6819694468694834,-1.0,1.0,10.035,3.1739525831366797
167,-0.09920061326298744,0.6815451849387064,-1.0,1.0,10.035,3.1739525831366797
168,-0.10110663417676606,0.6826499550518201,-1.0,1.0,10.035,3.1739525831366797
169,-0.10228860480683481,0.6827580650063326,-1.0,1.0,10.035,3.1739525831366797
170,-0.10437296786246472,0.6819817393137969,-1.0,1.0,10.035,3.1739525831366797
171,-0.10402487756016861,0.6816027067316442,-1.0,1.0,10.035,3.1739525831366797
172,-0.10552093071730147,0.6816592401431985,-1.0,1.0,10.035,3.1739525831366797
173,-0.10615222404941482,0.6813667778847591,-1.0,1.0,10.035,3.1739525831366797
174,-0.10718133758850143,0.6824340181514661,-1.0,1.0,10.035,3.1739525831366797
175,-0.10840114730955634,0.6808997226133504,-1.0,1.0,10.035,3.1739525831366797
176,-0.1094916851525134,0.6813871582735731,-1.0,1.0,10.035,3.1739525831366797
177,-0.11104081227331024,0.6805329325303656,-1.0,1.0,10.035,3.1739525831366797
178,-0.11204041594767296,0.6790112665900829,-1.0,1.0,10.035,3.1739525831366797
179,-0.11291407069610272,0.6780860787753713,-1.0,1.0,10.035,3.1739525831366797
180,-0.11483789664906595,0.6777726700177221,-1.0,1.0,10.035,3.1739525831366797
181,-0.11654537124253835,0.6772461741144229,-1.0,1.0,10.035,3.1739525831366797
182,-0.11800941114760935,0.678486922702157,-1.0,1.0,10.035,3.1739525831366797
183,-0.11961185761342344,0.6803565112632846,-1.0,1.0,10.035,3.1739525831366797
184,-0.12129700633849659,0.6797788433816269,-1.0,1.0,10.035,3.1739525831366797
185,-0.12246853646520181,0.6795939043001495,-1.0,1.0,10.035,3.1739525831366797
186,-0.1247523020372561,0.6783687508404918,-1.0,1.0,10.035,3.1739525831366797
187,-0.12652932242198645,0.678121318763555,-1.0,1.0,10.035,3.1739525831366797
188,-0.12918804546327317,0.6781382664157916,-1.0,1.0,10.035,3.1739525831366797
189,-0.13105868593235176,0.6796855087597371,-1.0,1.0,10.035,3.1739525831366797
190,-0.13190217189495437,0.6790421892945473,-1.0,1.0,10.035,3.1739525831366797
191,-0.13295833599866969,0.6780620010831286,-1.0,1.0,10.035,3.1739525831366797
192,-0.13487271379013105,0.6773468789089123,-1.0,1.0,10.035,3.1739525831366797
193,-0.13604732510337816,0.6779431714342868,-1.0,1.0,10.035,3.1739525831366797
194,-0.13681131301542004,0.6771991399914241,-1.0,1.0,10.035,3.1739525831366797
195,-0.13840388582599977,0.6789679943046245,-1.0,1.0,10.035,3.1739525831366797
196,-0.14120398381117572,0.6786781407850354,-1.0,1.0,10.035,3.1739525831366797
197,-0.14335148762252578,0.6776283994556239,-1.0,1.0,10.035,3.1739525831366797
198,-0.1443977815876257,0.6793463906919754,-1.0,1.0,10.035,3.1739525831366797
199,-0.1453904360590155,0.6788727150193854,-1.0,1.0,10.035,3.1739525831366797
200,-0.14728739362018278,0.6797655270401627,-1.0,1.0,10.035,3.1739525831366797
201,-0.14907208339572944,0.6773400608272032,-1.0,1.0,10.035,3.1739525831366797
202,-0.15139299678088372,0.6780518483979545,-1.0,1.0,10.035,3.1739525831366797
203,-0.15369456133769782,0.6788486152738498,-1.0,1.0,10.035,3.1739525831366797
204,-0.15614511928052274,0.6777400919931633,-1.0,1.0,10.035,3.1739525831366797
205,-0.15776208555729176,0.6772155540062962,-1.0,1.0,10.035,3.1739525831366797
206,-0.1603704235236924,0.6781632739723599,-1.0,1.0,10.035,3.1739525831366797
207,-0.16194838949824017,0.6784529756170002,-1.0,1.0,10.035,3.1739525831366797
208,-0.16394525428828305,0.6786681244778173,-1.0,1.0,10.035,3.1739525831366797
209,-0.1652048896236728,0.6798164482287109,-1.0,1.0,10.035,3.1739525831366797
210,-0.1662314531389922,0.6795592280964713,-1.0,1.0,10.035,3.1739525831366797
211,-0.16851338201621482,0.679774879551391,-1.0,1.0,10.035,3.1739525831366797
212,-0.1709700824753696,0.6791534540968159,-1.0,1.0,10.035,3.1739525831366797
213,-0.17200162530526214,0.6790931255262493,-1.0,1.0,10.035,3.1739525831366797
214,-0.17315545640173738,0.6784139982150325,-1.0,1.0,10.035,3.1739525831366797
215,-0.1749370663854573,0.6797480220303682,-1.0,1.0,10.035,3.1739525831366797
216,-0.17800165545974295,0.677074213502434,-1.0,1.0,10.035,3.1739525831366797
217,-0.18187896921299826,0.6771139855442694,-1.0,1.0,10.035,3.1739525831366797
218,-0.18354993283474974,0.6758820193014524,-1.0,1.0,10.035,3.1739525831366797
219,-0.18539566899171317,0.6753114521075716,-1.0,1.0,10.035,3.1739525831366797
220,-0.18796675412838537,0.6752447117804006,-1.0,1.0,10.035,3.1739525831366797
221,-0.1908577383353841,0.6760478947106601,-1.0,1.0,10.035,3.1739525831366797
222,-0.1936778531370848,0.6769804036985562,-1.0,1.0,10.035,3.1739525831366797
223,-0.19639611925688136,0.6755336280682168,-1.0,1.0,10.035,3.1739525831366797
224,-0.19791549200702163,0.6752022898262998,-1.0,1.0,10.035,3.1739525831366797
225,-0.2009259259854083,0.6760528364323588,-1.0,1.0,10.035,3.1739525831366797
226,-0.20487507051261483,0.6754801408416128,-1.0,1.0,10.035,3.1739525831366797
227,-0.20639269809783772,0.6755909169192075,-1.0,1.0,10.035,3.1739525831366797
228,-0.20826779267822168,0.6752399725184484,-1.0,1.0,10.035,3.1739525831366797
229,-0.21083931797138739,0.6758367812489168,-1.0,1.0,10.035,3.1739525831366797
230,-0.2111737613761583,0.6758580483257985,-1.0,1.0,10.035,3.1739525831366797
231,-0.21418283509822592,0.6763761042056227,-1.0,1.0,10.035,3.1739525831366797
232,-0.2172093647670642,0.6773529777541946,-1.0,1.0,10.035,3.1739525831366797
233,-0.21943526101878089,0.6767113265261491,-1.0,1.0,10.035,3.1739525831366797
234,-0.22082085656811706,0.6747460257628899,-1.0,1.0,10.035,3.1739525831366797
235,-0.22437360376442503,0.6756581675626403,-1.0,1.0,10.035,3.1739525831366797
236,-0.2264462492988183,0.6761398232155418,-1.0,1.0,10.035,3.1739525831366797
237,-0.22899701875780193,0.6758165881507827,-1.0,1.0,10.035,3.1739525831366797
238,-0.23206610996895724,0.6757779860355569,-1.0,1.0,10.035,3.1739525831366797
239,-0.23549478497858936,0.6761861872920408,-1.0,1.0,10.035,3.1739525831366797
240,-0.23750456789398366,0.6763697898859571,-1.0,1.0,10.035,3.1739525831366797
241,-0.23932097714747333,0.6745704093052763,-1.0,1.0,10.035,3.1739525831366797
242,-0.2415201834071613,0.6736065854698661,-1.0,1.0,10.035,3.1739525831366797
243,-0.24481180721710402,0.673490286186942,-1.0,1.0,10.035,3.1739525831366797
244,-0.24897450669907098,0.6710309462175068,-1.0,1.0,10.035,3.1739525831366797
245,-0.2519225309089585,0.6693590608698782,-1.0,1.0,10.035,3.1739525831366797
246,-0.25354778036910336,0.6689183445710729,-1.0,1.0,10.035,3.1739525831366797
247,-0.25639623595911626,0.6685964607904186,-1.0,1.0,10.035,3.1739525831366797
248,-0.2592974616940684,0.668205669034102,-1.0,1.0,10.035,3.1739525831366797
249,-0.26189017255834096,0.6669421001245369,-1.0,1.0,10.035,3.1739525831366797
250,-0.26440857603143075,0.6657935172198377,-1.0,1.0,10.035,3.1739525831366797
251,-0.2662413270717987,0.6655057806932979,-1.0,1.0,10.035,3.1739525831366797
252,-0.2674176612730729,0.6655815873098461,-1.0,1.0,10.035,3.1739525831366797
253,-0.27063960276196847,0.6631031173395631,-1.0,1.0,10.035,3.1739525831366797
254,-0.2742406635917966,0.6617392295788087,-1.0,1.0,10.035,3.1739525831366797
255,-0.2762211521225599,0.6604137566968868,-1.0,1.0,10.035,3.1739525831366797
256,-0.2787326607636235,0.6613942890286124,-1.0,1.0,10.035,3.1739525831366797
257,-0.28166754354620144,0.6606234282022716,-1.0,1.0,10.035,3.1739525831366797
258,-0.28395179656685887,0.6594415383920307,-1.0,1.0,10.035,3.1739525831366797
259,-0.2878951802922978,0.6582165566018101,-1.0,1.0,10.035,3.1739525831366797
260,-0.2918767749153056,0.6570894689637332,-1.0,1.0,10.035,3.1739525831366797
261,-0.2943470460441753,0.656056364415392,-1.0,1.0,10.035,3.1739525831366797
262,-0.2982466358834455,0.6569151993666024,-1.0,1.0,10.035,3.1739525831366797
263,-0.30092605140672857,0.6573589066688085,-1.0,1.0,10.035,3.1739525831366797
264,-0.3047813141791736,0.6560189262537457,-1.0,1.0,10.035,3.1739525831366797
265,-0.30879926179423983,0.6544072506132979,-1.0,1.0,10.035,3.1739525831366797
266,-0.3139308365231487,0.6526882073533787,-1.0,1.0,10.035,3.1739525831366797
267,-0.317456013937255,0.6516520563210353,-1.0,1.0,10.035,3.1739525831366797
268,-0.32198836935079805,0.6504330380210653,-1.0,1.0,10.035,3.1739525831366797
269,-0.324992023619004,0.6512858425807787,-1.0,1.0,10.035,3.1739525831366797
270,-0.3279381005866278,0.6510568518440513,-1.0,1.0,10.035,3.1739525831366797
271,-0.3312283687036338,0.648335877551254,-1.0,1.0,10.035,3.1739525831366797
272,-0.33395106528674007,0.647114715929611,-1.0,1.0,10.035,3.1739525831366797
273,-0.33810571500954983,0.6482238904390302,-1.0,1.0,10.035,3.1739525831366797
274,-0.3417719573947055,0.647269051514437,-1.0,1.0,10.035,3.1739525831366797
275,-0.3452913811739934,0.6459474968835158,-1.0,1.0,10.035,3.1739525831366797
276,-0.34799395875818145,0.6443582274160268,-1.0,1.0,10.035,3.1739525831366797
277,-0.3519263385772666,0.6438519163012286,-1.0,1.0,10.035,3.1739525831366797
278,-0.35636908664339456,0.64419565770268,-1.0,1.0,10.035,3.1739525831366797
279,-0.3598943627452647,0.6423530470967926,-1.0,1.0,10.035,3.1739525831366797
280,-0.3638923340682244,0.640262368453592,-1.0,1.0,10.035,3.1739525831366797
281,-0.36738712693276177,0.6391650175024408,-1.0,1.0,10.035,3.1739525831366797
282,-0.3707658147640238,0.6382760294834712,-1.0,1.0,10.035,3.1739525831366797
283,-0.3741321298908086,0.6372919097704144,-1.0,1.0,10.035,3.1739525831366797
284,-0.3784894073668891,0.6353376999481586,-1.0,1.0,10.035,3.1739525831366797
285,-0.3835462733603375,0.6331274294826535,-1.0,1.0,10.035,3.1739525831366797
286,-0.3871870584127162,0.633212818777806,-1.0,1.0,10.035,3.1739525831366797
287,-0.3912707638567147,0.6313972746961477,-1.0,1.0,10.035,3.1739525831366797
288,-0.3954320337069096,0.6302497171862825,-1.0,1.0,10.035,3.1739525831366797
289,-0.3980713902981686,0.6278957008822629,-1.0,1.0,10.035,3.1739525831366797
290,-0.4033777812146538,0.6270058770761343,-1.0,1.0,10.035,3.1739525831366797
291,-0.40842379817597596,0.6249195528177902,-1.0,1.0,10.035,3.1739525831366797
292,-0.41275514244010303,0.6231504959533157,-1.0,1.0,10.035,3.1739525831366797
293,-0.4175585947725567,0.6223648955671655,-1.0,1.0,10.035,3.1739525831366797
294,-0.4225393365868781,0.6205057066498434,-1.0,1.0,10.035,3.1739525831366797
295,-0.4282759222883706,0.6206850519091632,-1.0,1.0,10.035,3.1739525831366797
296,-0.4329564012233896,0.6190095061639034,-1.0,1.0,10.035,3.1739525831366797
297,-0.43724481098249873,0.6163842373704472,-1.0,1.0,10.035,3.1739525831366797
298,-0.4419288261599404,0.6147141782536164,-1.0,1.0,10.035,3.1739525831366797
299,-0.44781345458865296,0.6136530969725466,-1.0,1.0,10.035,3.1739525831366797
300,-0.45269643248816227,0.6114106822691733,-1.0,1.0,10.035,3.1739525831366797
301,-0.4577977245075241,0.6084957498985218,-1.0,1.0,10.035,3.1739525831366797
302,-0.4634138331811786,0.6061974652800857,-1.0,1.0,10.035,3.1739525831366797
303,-0.46843104971434096,0.6049655961826754,-1.0,1.0,10.035,3.1739525831366797
304,-0.47220621175330235,0.6026973803845775,-1.0,1.0,10.035,3.1739525831366797
305,-0.47759723131295284,0.6010464226925087,-1.0,1.0,10.035,3.1739525831366797
306,-0.48251059528551377,0.6003558247660858,-1.0,1.0,10.035,3.1739525831366797
307,-0.48724109335149735,0.5984440210115204,-1.0,1.0,10.035,3.1739525831366797
308,-0.49220968351711025,0.5966588290595768,-1.0,1.0,10.035,3.1739525831366797
309,-0.4976230817704085,0.594663479497271,-1.0,1.0,10.035,3.1739525831366797
310,-0.5033958953964417,0.5923588218035328,-1.0,1.0,10.035,3.1739525831366797
311,-0.5086674142743481,0.5907476901389805,-1.0,1.0,10.035,3.1739525831366797
312,-0.5138485248202965,0.5883178444026264,-1.0,1.0,10.035,3.1739525831366797
313,-0.5189537541884943,0.5867339168475965,-1.0,1.0,10.035,3.1739525831366797
314,-0.5240374413633866,0.5852794229743521,-1.0,1.0,10.035,3.1739525831366797
315,-0.5290297750462648,0.583398456347712,-1.0,1.0,10.035,3.1739525831366797
316,-0.5349513609243947,0.582508799856897,-1.0,1.0,10.035,3.1739525831366797
317,-0.5400391025071702,0.5799581989309247,-1.0,1.0,10.035,3.1739525831366797
318,-0.5450118181504772,0.577647805010302,-1.0,1.0,10.035,3.1739525831366797
319,-0.5493760093482525,0.5748097724256741,-1.0,1.0,10.035,3.1739525831366797
320,-0.5537065189619536,0.5734560835268451,-1.0,1.0,10.035,3.1739525831366797
321,-0.5599445661066195,0.5725209304146904,-1.0,1.0,10.035,3.1739525831366797
322,-0.5653996872308322,0.5706556438141922,-1.0,1.0,10.035,3.1739525831366797
323,-0.5709570749021333,0.5679316771685204,-1.0,1.0,10.035,3.1739525831366797
